office,id,ad,ed,candidate,party,votes
President/Vice President**,26825,23,16,Kamala D. Harris Tim Walz,Working Families,12
President/Vice President**,26825,23,16,WRITE-IN,,2
President/Vice President**,26825,23,17,Kamala D. Harris Tim Walz,Democratic,173
President/Vice President**,26825,23,17,Donald J. Trump JD Vance,Republican,444
President/Vice President**,26825,23,17,Donald J. Trump JD Vance,Conservative,26
President/Vice President**,26825,23,17,Kamala D. Harris Tim Walz,Working Families,9
President/Vice President**,26825,23,17,WRITE-IN,,6
President/Vice President**,26825,23,18,Kamala D. Harris Tim Walz,Democratic,516
President/Vice President**,26825,23,18,Donald J. Trump JD Vance,Republican,203
President/Vice President**,26825,23,18,Donald J. Trump JD Vance,Conservative,11
President/Vice President**,26825,23,18,Kamala D. Harris Tim Walz,Working Families,33
President/Vice President**,26825,23,18,WRITE-IN,,18
President/Vice President**,26825,23,19,Kamala D. Harris Tim Walz,Democratic,85
President/Vice President**,26825,23,19,Donald J. Trump JD Vance,Republican,10
President/Vice President**,26825,23,19,Donald J. Trump JD Vance,Conservative,2
President/Vice President**,26825,23,19,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,23,19,WRITE-IN,,0
President/Vice President**,26825,23,20,Kamala D. Harris Tim Walz,Democratic,374
President/Vice President**,26825,23,20,Donald J. Trump JD Vance,Republican,43
President/Vice President**,26825,23,20,Donald J. Trump JD Vance,Conservative,6
President/Vice President**,26825,23,20,Kamala D. Harris Tim Walz,Working Families,9
President/Vice President**,26825,23,20,WRITE-IN,,2
President/Vice President**,26825,23,21,Kamala D. Harris Tim Walz,Democratic,350
President/Vice President**,26825,23,21,Donald J. Trump JD Vance,Republican,109
President/Vice President**,26825,23,21,Donald J. Trump JD Vance,Conservative,6
President/Vice President**,26825,23,21,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,23,21,WRITE-IN,,3
President/Vice President**,26825,23,22,Kamala D. Harris Tim Walz,Democratic,136
President/Vice President**,26825,23,22,Donald J. Trump JD Vance,Republican,10
President/Vice President**,26825,23,22,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,23,22,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,23,22,WRITE-IN,,0
President/Vice President**,26825,23,23,Kamala D. Harris Tim Walz,Democratic,54
President/Vice President**,26825,23,23,Donald J. Trump JD Vance,Republican,25
President/Vice President**,26825,23,23,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,23,23,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,23,23,WRITE-IN,,0
President/Vice President**,26825,23,24,Kamala D. Harris Tim Walz,Democratic,136
President/Vice President**,26825,23,24,Donald J. Trump JD Vance,Republican,16
President/Vice President**,26825,23,24,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,24,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,23,24,WRITE-IN,,0
President/Vice President**,26825,23,25,Kamala D. Harris Tim Walz,Democratic,436
President/Vice President**,26825,23,25,Donald J. Trump JD Vance,Republican,313
President/Vice President**,26825,23,25,Donald J. Trump JD Vance,Conservative,19
President/Vice President**,26825,23,25,Kamala D. Harris Tim Walz,Working Families,11
President/Vice President**,26825,23,25,WRITE-IN,,2
President/Vice President**,26825,23,26,Kamala D. Harris Tim Walz,Democratic,252
President/Vice President**,26825,23,26,Donald J. Trump JD Vance,Republican,178
President/Vice President**,26825,23,26,Donald J. Trump JD Vance,Conservative,6
President/Vice President**,26825,23,26,Kamala D. Harris Tim Walz,Working Families,8
President/Vice President**,26825,23,26,WRITE-IN,,4
President/Vice President**,26825,23,27,Kamala D. Harris Tim Walz,Democratic,157
President/Vice President**,26825,23,27,Donald J. Trump JD Vance,Republican,898
President/Vice President**,26825,23,27,Donald J. Trump JD Vance,Conservative,42
President/Vice President**,26825,23,27,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,23,27,WRITE-IN,,8
President/Vice President**,26825,23,28,Kamala D. Harris Tim Walz,Democratic,430
President/Vice President**,26825,23,28,Donald J. Trump JD Vance,Republican,224
President/Vice President**,26825,23,28,Donald J. Trump JD Vance,Conservative,15
President/Vice President**,26825,23,28,Kamala D. Harris Tim Walz,Working Families,10
President/Vice President**,26825,23,28,WRITE-IN,,6
President/Vice President**,26825,23,29,Kamala D. Harris Tim Walz,Democratic,153
President/Vice President**,26825,23,29,Donald J. Trump JD Vance,Republican,559
President/Vice President**,26825,23,29,Donald J. Trump JD Vance,Conservative,26
President/Vice President**,26825,23,29,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,23,29,WRITE-IN,,2
President/Vice President**,26825,23,30,Kamala D. Harris Tim Walz,Democratic,184
President/Vice President**,26825,23,30,Donald J. Trump JD Vance,Republican,541
President/Vice President**,26825,23,30,Donald J. Trump JD Vance,Conservative,22
President/Vice President**,26825,23,30,Kamala D. Harris Tim Walz,Working Families,11
President/Vice President**,26825,23,30,WRITE-IN,,6
President/Vice President**,26825,23,31,Kamala D. Harris Tim Walz,Democratic,215
President/Vice President**,26825,23,31,Donald J. Trump JD Vance,Republican,180
President/Vice President**,26825,23,31,Donald J. Trump JD Vance,Conservative,15
President/Vice President**,26825,23,31,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,23,31,WRITE-IN,,4
President/Vice President**,26825,23,32,Kamala D. Harris Tim Walz,Democratic,163
President/Vice President**,26825,23,32,Donald J. Trump JD Vance,Republican,197
President/Vice President**,26825,23,32,Donald J. Trump JD Vance,Conservative,13
President/Vice President**,26825,23,32,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,23,32,WRITE-IN,,2
President/Vice President**,26825,23,33,Kamala D. Harris Tim Walz,Democratic,109
President/Vice President**,26825,23,33,Donald J. Trump JD Vance,Republican,528
President/Vice President**,26825,23,33,Donald J. Trump JD Vance,Conservative,33
President/Vice President**,26825,23,33,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,23,33,WRITE-IN,,1
President/Vice President**,26825,23,34,Kamala D. Harris Tim Walz,Democratic,117
President/Vice President**,26825,23,34,Donald J. Trump JD Vance,Republican,423
President/Vice President**,26825,23,34,Donald J. Trump JD Vance,Conservative,28
President/Vice President**,26825,23,34,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,23,34,WRITE-IN,,0
President/Vice President**,26825,23,35,Kamala D. Harris Tim Walz,Democratic,86
President/Vice President**,26825,23,35,Donald J. Trump JD Vance,Republican,469
President/Vice President**,26825,23,35,Donald J. Trump JD Vance,Conservative,18
President/Vice President**,26825,23,35,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,23,35,WRITE-IN,,4
President/Vice President**,26825,23,36,Kamala D. Harris Tim Walz,Democratic,169
President/Vice President**,26825,23,36,Donald J. Trump JD Vance,Republican,716
President/Vice President**,26825,23,36,Donald J. Trump JD Vance,Conservative,54
President/Vice President**,26825,23,36,Kamala D. Harris Tim Walz,Working Families,9
President/Vice President**,26825,23,36,WRITE-IN,,11
President/Vice President**,26825,23,37,Kamala D. Harris Tim Walz,Democratic,281
President/Vice President**,26825,23,37,Donald J. Trump JD Vance,Republican,608
President/Vice President**,26825,23,37,Donald J. Trump JD Vance,Conservative,34
President/Vice President**,26825,23,37,Kamala D. Harris Tim Walz,Working Families,16
President/Vice President**,26825,23,37,WRITE-IN,,7
President/Vice President**,26825,23,38,Kamala D. Harris Tim Walz,Democratic,205
President/Vice President**,26825,23,38,Donald J. Trump JD Vance,Republican,567
President/Vice President**,26825,23,38,Donald J. Trump JD Vance,Conservative,40
President/Vice President**,26825,23,38,Kamala D. Harris Tim Walz,Working Families,16
President/Vice President**,26825,23,38,WRITE-IN,,6
President/Vice President**,26825,23,39,Kamala D. Harris Tim Walz,Democratic,22
President/Vice President**,26825,23,39,Donald J. Trump JD Vance,Republican,10
President/Vice President**,26825,23,39,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,23,39,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,39,WRITE-IN,,0
President/Vice President**,26825,23,40,Kamala D. Harris Tim Walz,Democratic,244
President/Vice President**,26825,23,40,Donald J. Trump JD Vance,Republican,193
President/Vice President**,26825,23,40,Donald J. Trump JD Vance,Conservative,14
President/Vice President**,26825,23,40,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,23,40,WRITE-IN,,6
President/Vice President**,26825,23,41,Kamala D. Harris Tim Walz,Democratic,223
President/Vice President**,26825,23,41,Donald J. Trump JD Vance,Republican,285
President/Vice President**,26825,23,41,Donald J. Trump JD Vance,Conservative,18
President/Vice President**,26825,23,41,Kamala D. Harris Tim Walz,Working Families,10
President/Vice President**,26825,23,41,WRITE-IN,,5
President/Vice President**,26825,23,42,Kamala D. Harris Tim Walz,Democratic,198
President/Vice President**,26825,23,42,Donald J. Trump JD Vance,Republican,195
President/Vice President**,26825,23,42,Donald J. Trump JD Vance,Conservative,12
President/Vice President**,26825,23,42,Kamala D. Harris Tim Walz,Working Families,8
President/Vice President**,26825,23,42,WRITE-IN,,7
President/Vice President**,26825,23,43,Kamala D. Harris Tim Walz,Democratic,2
President/Vice President**,26825,23,43,Donald J. Trump JD Vance,Republican,1
President/Vice President**,26825,23,43,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,43,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,23,43,WRITE-IN,,0
President/Vice President**,26825,23,44,Kamala D. Harris Tim Walz,Democratic,274
President/Vice President**,26825,23,44,Donald J. Trump JD Vance,Republican,272
President/Vice President**,26825,23,44,Donald J. Trump JD Vance,Conservative,17
President/Vice President**,26825,23,44,Kamala D. Harris Tim Walz,Working Families,14
President/Vice President**,26825,23,44,WRITE-IN,,2
President/Vice President**,26825,23,45,Kamala D. Harris Tim Walz,Democratic,148
President/Vice President**,26825,23,45,Donald J. Trump JD Vance,Republican,212
President/Vice President**,26825,23,45,Donald J. Trump JD Vance,Conservative,12
President/Vice President**,26825,23,45,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,23,45,WRITE-IN,,2
President/Vice President**,26825,23,46,Kamala D. Harris Tim Walz,Democratic,480
President/Vice President**,26825,23,46,Donald J. Trump JD Vance,Republican,422
President/Vice President**,26825,23,46,Donald J. Trump JD Vance,Conservative,35
President/Vice President**,26825,23,46,Kamala D. Harris Tim Walz,Working Families,19
President/Vice President**,26825,23,46,WRITE-IN,,41
President/Vice President**,26825,23,47,Kamala D. Harris Tim Walz,Democratic,126
President/Vice President**,26825,23,47,Donald J. Trump JD Vance,Republican,155
President/Vice President**,26825,23,47,Donald J. Trump JD Vance,Conservative,10
President/Vice President**,26825,23,47,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,23,47,WRITE-IN,,1
President/Vice President**,26825,23,48,Kamala D. Harris Tim Walz,Democratic,120
President/Vice President**,26825,23,48,Donald J. Trump JD Vance,Republican,164
President/Vice President**,26825,23,48,Donald J. Trump JD Vance,Conservative,17
President/Vice President**,26825,23,48,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,23,48,WRITE-IN,,1
President/Vice President**,26825,23,49,Kamala D. Harris Tim Walz,Democratic,173
President/Vice President**,26825,23,49,Donald J. Trump JD Vance,Republican,164
President/Vice President**,26825,23,49,Donald J. Trump JD Vance,Conservative,15
President/Vice President**,26825,23,49,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,23,49,WRITE-IN,,3
President/Vice President**,26825,23,50,Kamala D. Harris Tim Walz,Democratic,165
President/Vice President**,26825,23,50,Donald J. Trump JD Vance,Republican,157
President/Vice President**,26825,23,50,Donald J. Trump JD Vance,Conservative,10
President/Vice President**,26825,23,50,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,23,50,WRITE-IN,,18
President/Vice President**,26825,23,51,Kamala D. Harris Tim Walz,Democratic,64
President/Vice President**,26825,23,51,Donald J. Trump JD Vance,Republican,41
President/Vice President**,26825,23,51,Donald J. Trump JD Vance,Conservative,3
President/Vice President**,26825,23,51,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,23,51,WRITE-IN,,0
President/Vice President**,26825,23,52,Kamala D. Harris Tim Walz,Democratic,69
President/Vice President**,26825,23,52,Donald J. Trump JD Vance,Republican,41
President/Vice President**,26825,23,52,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,23,52,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,23,52,WRITE-IN,,0
President/Vice President**,26825,23,53,Kamala D. Harris Tim Walz,Democratic,118
President/Vice President**,26825,23,53,Donald J. Trump JD Vance,Republican,80
President/Vice President**,26825,23,53,Donald J. Trump JD Vance,Conservative,8
President/Vice President**,26825,23,53,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,23,53,WRITE-IN,,8
President/Vice President**,26825,23,54,Kamala D. Harris Tim Walz,Democratic,73
President/Vice President**,26825,23,54,Donald J. Trump JD Vance,Republican,42
President/Vice President**,26825,23,54,Donald J. Trump JD Vance,Conservative,4
President/Vice President**,26825,23,54,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,23,54,WRITE-IN,,5
President/Vice President**,26825,23,55,Kamala D. Harris Tim Walz,Democratic,24
President/Vice President**,26825,23,55,Donald J. Trump JD Vance,Republican,29
President/Vice President**,26825,23,55,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,55,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,23,55,WRITE-IN,,0
President/Vice President**,26825,23,56,Kamala D. Harris Tim Walz,Democratic,36
President/Vice President**,26825,23,56,Donald J. Trump JD Vance,Republican,22
President/Vice President**,26825,23,56,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,23,56,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,56,WRITE-IN,,2
President/Vice President**,26825,23,57,Kamala D. Harris Tim Walz,Democratic,64
President/Vice President**,26825,23,57,Donald J. Trump JD Vance,Republican,67
President/Vice President**,26825,23,57,Donald J. Trump JD Vance,Conservative,5
President/Vice President**,26825,23,57,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,23,57,WRITE-IN,,2
President/Vice President**,26825,23,58,Kamala D. Harris Tim Walz,Democratic,105
President/Vice President**,26825,23,58,Donald J. Trump JD Vance,Republican,351
President/Vice President**,26825,23,58,Donald J. Trump JD Vance,Conservative,29
President/Vice President**,26825,23,58,Kamala D. Harris Tim Walz,Working Families,17
President/Vice President**,26825,23,58,WRITE-IN,,3
President/Vice President**,26825,23,59,Kamala D. Harris Tim Walz,Democratic,57
President/Vice President**,26825,23,59,Donald J. Trump JD Vance,Republican,205
President/Vice President**,26825,23,59,Donald J. Trump JD Vance,Conservative,13
President/Vice President**,26825,23,59,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,23,59,WRITE-IN,,1
President/Vice President**,26825,23,60,Kamala D. Harris Tim Walz,Democratic,215
President/Vice President**,26825,23,60,Donald J. Trump JD Vance,Republican,313
President/Vice President**,26825,23,60,Donald J. Trump JD Vance,Conservative,19
President/Vice President**,26825,23,60,Kamala D. Harris Tim Walz,Working Families,10
President/Vice President**,26825,23,60,WRITE-IN,,9
President/Vice President**,26825,23,61,Kamala D. Harris Tim Walz,Democratic,1
President/Vice President**,26825,23,61,Donald J. Trump JD Vance,Republican,2
President/Vice President**,26825,23,61,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,61,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,61,WRITE-IN,,0
President/Vice President**,26825,23,62,Kamala D. Harris Tim Walz,Democratic,112
President/Vice President**,26825,23,62,Donald J. Trump JD Vance,Republican,84
President/Vice President**,26825,23,62,Donald J. Trump JD Vance,Conservative,3
President/Vice President**,26825,23,62,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,23,62,WRITE-IN,,1
President/Vice President**,26825,23,63,Kamala D. Harris Tim Walz,Democratic,94
President/Vice President**,26825,23,63,Donald J. Trump JD Vance,Republican,62
President/Vice President**,26825,23,63,Donald J. Trump JD Vance,Conservative,4
President/Vice President**,26825,23,63,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,23,63,WRITE-IN,,0
President/Vice President**,26825,23,64,Kamala D. Harris Tim Walz,Democratic,100
President/Vice President**,26825,23,64,Donald J. Trump JD Vance,Republican,66
President/Vice President**,26825,23,64,Donald J. Trump JD Vance,Conservative,4
President/Vice President**,26825,23,64,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,23,64,WRITE-IN,,3
President/Vice President**,26825,23,65,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,65,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,23,65,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,65,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,65,WRITE-IN,,0
President/Vice President**,26825,23,66,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,66,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,23,66,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,66,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,66,WRITE-IN,,0
President/Vice President**,26825,23,67,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,67,Donald J. Trump JD Vance,Republican,1
President/Vice President**,26825,23,67,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,67,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,67,WRITE-IN,,0
President/Vice President**,26825,23,68,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,68,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,23,68,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,68,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,68,WRITE-IN,,0
President/Vice President**,26825,23,69,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,69,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,23,69,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,69,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,69,WRITE-IN,,0
President/Vice President**,26825,23,70,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,70,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,23,70,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,70,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,70,WRITE-IN,,0
President/Vice President**,26825,23,71,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,71,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,23,71,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,71,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,71,WRITE-IN,,0
President/Vice President**,26825,23,72,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,23,72,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,23,72,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,23,72,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,23,72,WRITE-IN,,0
President/Vice President**,26825,24,1,Kamala D. Harris Tim Walz,Democratic,51
President/Vice President**,26825,24,1,Donald J. Trump JD Vance,Republican,35
President/Vice President**,26825,24,1,Donald J. Trump JD Vance,Conservative,2
President/Vice President**,26825,24,1,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,24,1,WRITE-IN,,2
President/Vice President**,26825,24,2,Kamala D. Harris Tim Walz,Democratic,77
President/Vice President**,26825,24,2,Donald J. Trump JD Vance,Republican,18
President/Vice President**,26825,24,2,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,24,2,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,24,2,WRITE-IN,,0
President/Vice President**,26825,24,3,Kamala D. Harris Tim Walz,Democratic,144
President/Vice President**,26825,24,3,Donald J. Trump JD Vance,Republican,91
President/Vice President**,26825,24,3,Donald J. Trump JD Vance,Conservative,6
President/Vice President**,26825,24,3,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,24,3,WRITE-IN,,5
President/Vice President**,26825,24,4,Kamala D. Harris Tim Walz,Democratic,139
President/Vice President**,26825,24,4,Donald J. Trump JD Vance,Republican,77
President/Vice President**,26825,24,4,Donald J. Trump JD Vance,Conservative,4
President/Vice President**,26825,24,4,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,24,4,WRITE-IN,,0
President/Vice President**,26825,24,5,Kamala D. Harris Tim Walz,Democratic,126
President/Vice President**,26825,24,5,Donald J. Trump JD Vance,Republican,61
President/Vice President**,26825,24,5,Donald J. Trump JD Vance,Conservative,2
President/Vice President**,26825,24,5,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,24,5,WRITE-IN,,1
President/Vice President**,26825,24,6,Kamala D. Harris Tim Walz,Democratic,111
President/Vice President**,26825,24,6,Donald J. Trump JD Vance,Republican,101
President/Vice President**,26825,24,6,Donald J. Trump JD Vance,Conservative,5
President/Vice President**,26825,24,6,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,24,6,WRITE-IN,,0
President/Vice President**,26825,24,7,Kamala D. Harris Tim Walz,Democratic,126
President/Vice President**,26825,24,7,Donald J. Trump JD Vance,Republican,77
President/Vice President**,26825,24,7,Donald J. Trump JD Vance,Conservative,5
President/Vice President**,26825,24,7,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,24,7,WRITE-IN,,4
President/Vice President**,26825,24,8,Kamala D. Harris Tim Walz,Democratic,151
President/Vice President**,26825,24,8,Donald J. Trump JD Vance,Republican,82
President/Vice President**,26825,24,8,Donald J. Trump JD Vance,Conservative,5
President/Vice President**,26825,24,8,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,24,8,WRITE-IN,,2
President/Vice President**,26825,24,9,Kamala D. Harris Tim Walz,Democratic,558
President/Vice President**,26825,24,9,Donald J. Trump JD Vance,Republican,300
President/Vice President**,26825,24,9,Donald J. Trump JD Vance,Conservative,10
